,sex,rating,product,review,review_date,reviewer_id,clean_text,review_month,review_length
1309,m,1,service,30 yıldan beri tercih ettiğim güzel bir fotoğrafhane...,2017-10-23,115907,yldan beri tercih ettigim guzel fotografhane,Oct,9
1310,f,1,service,Bir abi bir kardeş leymiş gibi hoş sohbet bir ortamda çekimlerinizi hızlı ve temiz bir şekilde yaptırın,2017-05-26,50996,abi kardes leymis ho sohbet ortamda cekimlerinizi hzl temiz sekilde yaptrn,May,17
1316,m,1,wedding,Her şey harika oldu elinize emeğinize güzel yüreğinize sağlık.Tüm ekibe teşekkür ediyorum.,2017-05-15,78028,sey harika oldu elinize emeginize guzel yureginize saglk tum ekibe tesekkur ediyorum,May,13
1318,m,1,facility,"Üst kata yeni bir stüdyo yapmışlar, çok güzel düzenlemişler, harika",2017-02-01,95376,ust kata yeni studyo yapmslar guzel duzenlemisler harika,Feb,12
1320,m,1,service,"İşini severek yapıyor ve kaliteyi ön planda tutuyor, sunmuş olduğu çeşitli seçeneklerle tercihlerimizde çok yardımcı oldu, teslimatları da söylenen tarihlerde oldu, çok memnun kaldık, bundan sonraki tüm foto işlemlerimizin tek adresi. Tavsiye ederim",2017-04-08,26740,isini severek yapyor kaliteyi on planda tutuyor sunmus oldugu cesitli seceneklerle tercihlerimizde yardmc oldu teslimatlar soylenen tarihlerde oldu memnun kaldk bundan sonraki tum foto islemlerimizin tek adresi tavsiye,Apr,38
1321,m,1,service,"Çok hızlı hizmet ve çok güzel vesikalık, tek tercihim !",2017-08-28,50822,hzl guzel vesikalk tek tercihim,Aug,11
1324,f,0,self-taken,23 dakikada fotoğraf tab edilir dediler 2 saat bekledim rezalet!!!,2017-01-27,25844,dakikada tab edilir dediler saat bekledim rezalet,Jan,13
1327,m,1,service,Yoğun stüdyo. Çalışanların hızlı şekilde yardımcı olması işinizi beklediğinizden kısa sürede bitirmenizi kolaylaştırıyor.,2017-08-17,113441,yogun studyo calsanlarn hzl sekilde yardmc olmas isinizi beklediginizden ksa surede bitirmenizi kolaylastryor,Aug,15
1333,m,1,studio,"Çocukların sünnetlik fotoğraflarını çektirdim, çok memnun kaldım",2017-02-06,118037,cocuklarn sunnetlik fotograflarn cektirdim memnun kaldm,Feb,8
1335,m,1,service,"Fotoğraflar çok başarılı, Güler yüzlü hizmet.",2017-12-26,38553,basarl guler yuzlu,Dec,8
1336,f,1,service,1 kaç kere müşterileri olma durumum oldu ve orada fotoğrafları mi beklerken diğer müşterilere nasıl davrandıklarını takip etme şansım oldu. Müşteri memnuniyetine çok değer veriyorlar aynı zamanda işlerini çok iyi yapıyorlar. Bütün ekipe çok teşekkür ediyorum...,2017-10-16,33670,kac kere musterileri olma durumum oldu orada mi beklerken diger musterilere nasl davrandklarn takip etme sansm oldu musteri memnuniyetine deger veriyorlar ayn zamanda islerini iyi yapyorlar butun ekipe tesekkur ediyorum,Oct,39
1340,m,1,service,Islerinin ehli cok kibar guleryuzlu,2017-12-21,55272,islerinin ehli kibar guleryuzlu,Dec,5
1342,f,1,service,"Göstermiş olduğunuz ilgiye çok teşekkür ederim, albumumuzu teslim aldık, tasariminiza bayildik😊 emeğinize sağlık..",2017-07-17,26236,gostermis oldugunuz ilgiye tesekkur albumumuzu teslim aldk tasariminiza bayildik emeginize saglk,Jul,15
1347,f,1,service,pahalıdır ama dileyene makyaj yapıp güzel fotolar çeker tavsiye ederim..,2017-08-05,76690,pahaldr dileyene makyaj yapp guzel fotolar ceker tavsiye,Aug,10
1348,f,1,service,Bence bu civardaki en iyi fotoğrafçı,2017-03-14,123023,bence civardaki iyi fotografc,Mar,6
1351,f,1,service,yılların tecrübesi. yıllardır fotoğraf için geldiğimiz tek adres.,2017-03-18,74385,yllarn tecrubesi yllardr geldigimiz tek adres,Mar,10
1352,m,1,service,Çok iyi insanlar güler yüzlü işinin ehli ve çok hızlı çalışıyorlar tam bir profesyoneller. Vize başvurusu yada greencard için başvuru amaçlı fotoğraf çektirmek isteyenler güvenle gidebilirler konu hakkında bilgililer 10 yıldız olsa verirdim. Emeğiniz için teşekkür ederim.,2017-03-16,87110,iyi insanlar guler yuzlu isinin ehli hzl calsyorlar tam profesyoneller vize basvurusu yada greencard basvuru amacl cektirmek isteyenler guvenle gidebilirler konu hakknda bilgililer yldz olsa verirdim emeginiz tesekkur,Mar,40
1356,m,0,service,Tavsiye etmiyorum.,2017-07-04,89401,tavsiye etmiyorum,Jul,3
1358,f,0,price,Fiyatı pahalı ,2017-09-09,43007,fiyat pahal,Sep,2
1367,m,1,service,Fotoğraf Baskı  Kalitesi,2017-12-11,84033,bask kalitesi,Dec,3
1369,f,1,service,Güleryüz ,2017-01-08,93924,guleryuz,Jan,1
1370,f,1,service,Eski ve düzenli bir firma,2017-08-01,42123,eski duzenli firma,Aug,5
1383,f,1,service,Güzel ilgili biyer tavsiye ederim,2017-04-29,101459,guzel ilgili biyer tavsiye,Apr,5
1386,m,0,service,Diğer fotoğrafçılar dan farkı yok. Boşuna o kadar para vermeyin. İki kere tecrübe ettim ve yıllardır gitmiyorum.,2017-07-04,25877,diger fotografclar dan fark yok bosuna kadar para vermeyin iki kere tecrube ettim yllardr gitmiyorum,Jul,20
1388,f,1,service,civarda tek diyebileceğim bir fotoraf galerisi,2017-09-11,96977,civarda tek diyebilecegim fotoraf galerisi,Sep,6
1389,m,1,service,Son derece kaliteli hizmet,2017-07-30,68387,son derece kaliteli,Jul,4
1394,m,1,service,Gercekler oldugu gibi yuzunuze vuruyor.sakin mukemmel cekiyorlar diye dusunmeyin.ellerindeki malzeme neyse onun en iyisini cekiyolar,2017-07-08,75626,gercekler oldugu yuzunuze vuruyor sakin mukemmel cekiyorlar dusunmeyin ellerindeki malzeme neyse onun iyisini cekiyolar,Jul,15
1397,m,0,service,Kötü,2017-04-27,67778,kotu,Apr,1
1398,f,0,service,esnaflık anlayışından çok çok uzak bir işletme. güleryüz namına bir duruş göremedik. fotoğraf kalitesi de düşük ne yazık ki.,2017-03-16,108111,esnaflk anlaysndan uzak isletme guleryuz namna durus goremedik kalitesi dusuk yazk,Mar,22
1408,f,1,service,"Mükemmel iş,mükemmel insanlar",2017-03-17,22873,mukemmel is mukemmel insanlar,Mar,5
1413,f,1,service,"Mükemmel hizmet,",2017-10-16,79699,mukemmel,Oct,3
1414,f,0,service,1 fotografa 970 lira aldılar mk cektikleride fotograf olsa monalisanin kafasini kesip benim face`imi kullanmıs bide güzel die kakalamaya calışıyor ,2017-07-11,38127,fotografa lira aldlar mk cektikleride olsa monalisanin kafasini kesip benim face ` imi kullanms bide guzel die kakalamaya calsyor,Jul,22
1416,m,1,service,Çok kalabalık güleç ve mutlu,2017-05-31,92606,kalabalk gulec mutlu,May,5
1418,m,1,service,İşini çok iyi yapıyor ve efendi bir arkadaş,2017-04-25,97061,isini iyi yapyor efendi arkadas,Apr,8
1419,m,1,service,"Dogum anindaki desteginiz ve guzel fotograflarimiz icin binlerce kez tesekkur ederim, albumumuzu sabirsizlikla bekliyoruz 😊",2017-07-18,111958,dogum anindaki desteginiz guzel fotograflarimiz binlerce tesekkur albumumuzu sabirsizlikla bekliyoruz,Jul,16
1422,f,0,wedding,"Otelde yaptığımız düğüne ait fotoğraflarımızı çektiler ve bir kısmını kaybedip uzunca bir süre bunu kabul bile etmediler fakat video görüntülerinde dahi fotoğrafların çekildiği görülüyor ama buna rağmen ısrarla fotoğrafların eksik olmadığını iddia ettiler. Mevcuttaki gerçekten kötü kalitedeki fotoğraflarla yetinmemiz için ısrar ettiler. Bu durumu otel idaresine de bildirdik fakat onlar da yanıt olarak kusura bakmayın fotoğrafçımız ""Eksik değil diyorlarsa eksik değildir. "" diyerek konuyu kapatmamızı istediler. Bu fotoğrafçıyla kesinlikle çalışmanızı tavsiye etmiyorum, başka bir fotoğrafçıda ısrar ediniz.",2017-03-04,99818,otelde yaptgmz dugune ait fotograflarmz cektiler ksmn kaybedip uzunca sure bunu kabul bile etmediler fakat video goruntulerinde dahi fotograflarn cekildigi goruluyor buna ragmen srarla fotograflarn eksik olmadgn iddia ettiler mevcuttaki gercekten kotu kalitedeki fotograflarla yetinmemiz srar ettiler durumu otel idaresine bildirdik fakat onlar yant olarak kusura bakmayn fotografcmz `` eksik degil diyorlarsa eksik degildir `` diyerek konuyu kapatmamz istediler fotografcyla kesinlikle calsmanz tavsiye etmiyorum baska fotografcda srar ediniz,Mar,83
1425,m,1,service,Hayatı analog yaşayanlar için bire bir.,2017-06-10,48080,hayat analog yasayanlar bire,Jun,7
1431,f,1,service,Kaliteli fotoğraf baskı merkezi,2017-07-07,106998,kaliteli bask merkezi,Jul,4
1432,f,1,service,Hizmet fiyat kalite iyi.,2017-11-29,108543,fiyat kalite iyi,Nov,5
1433,m,1,service,Kesinlikle tavsiye ederim sadece telefon ettim gecmiş yılın fotoğrafı nı bulup mail attı sonsuz tavsiye ederim Sayın fotoğrafcım iyi ki varsın diyorum.,2017-04-03,58326,kesinlikle tavsiye sadece telefon ettim gecmis yln n bulup mail att sonsuz tavsiye sayn fotografcm iyi varsn diyorum,Apr,23
1435,f,1,service,"Çocuk resimleri konusunda çok ilerideler, ağlayan çocuğu güldürüp çok güzel resimler çektiler",2017-03-12,42673,cocuk resimleri konusunda ilerideler aglayan cocugu guldurup guzel resimler cektiler,Mar,13
1438,m,1,service,istanbul klasiği,2017-05-29,50110,istanbul klasigi,May,2
1441,m,1,service,"Elemanları değişti diye başka yere gitmiştim, hiç memnun kalmadım, yine de en iyisi burası",2017-03-10,117939,elemanlar degisti baska yere gitmistim hic memnun kalmadm yine iyisi bura,Mar,16
1452,f,1,service,"iş yeri sahibi çok yardımsever ve tecrübeli, gidenin asla pişman olmayacağı bir fotoğrafçı🍀",2017-04-09,85170,is yeri sahibi yardmsever tecrubeli gidenin asla pisman olmayacag fotografc,Apr,14
1454,m,1,service,Her şey çok güzel,2017-03-13,41684,sey guzel,Mar,4
1456,m,0,service,Yolunuz düşsede gitmeyin uzak durun berbat fotoğraflar çekip en fahiş fiyatla satıyorlar,2017-11-10,100169,yolunuz dussede gitmeyin uzak durun berbat cekip fahis fiyatla satyorlar,Nov,12
1458,f,1,wedding,"Düğünümden tam 1 sene önce fotoğrafçı arayışına girdim. Çalışacağım fotografçının şöyle doğal,capcanlı renleri olsun, fotoğraflarımı bana yüksek cözünürlüklü versin istedim ki istediğim şekilde baskı alabileyim dedim. Eşim herşey gibi fotoğraf konusunuda bana bırakmıştı. Bense internetten fotoğrafçıları ararken gözüm burasına ilişti. Salih'e fotoğrafları gösterdiğimde şöyle bir bakıp ''Canım işte bu renkli renkli fotoğrafları çeken kişi çeksin bizi'' dedi. Öylede oldu :))) Bu şekilde çalışmaya karar verdik.",2017-10-02,122928,dugunumden tam sene once fotografc araysna girdim calsacagm fotografcnn soyle dogal capcanl renleri olsun fotograflarm bana yuksek cozunurluklu versin istedim istedigim sekilde bask alabileyim dedim esim hersey konusunuda bana brakmst bense internetten fotografclar ararken gozum burasna ilisti salih e gosterdigimde soyle bakp `` canm iste renkli renkli ceken kisi ceksin bizi dedi oylede oldu sekilde calsmaya karar verdik,Oct,81
1460,f,1,service,"20 yıldan uzun süredir değişmez fotoğrafçım. Yüksek kalite, uygun fiyat, güleryüzlü hızlı hizmet.",2017-06-11,63659,yldan uzun suredir degismez fotografcm yuksek kalite uygun fiyat guleryuzlu hzl,Jun,17
1464,m,1,outdoors,Dış mekan çekimim mükemmel geçti ellerine sağlık çok teşekkürler,2017-11-19,53005,d mekan cekimim mukemmel gecti ellerine saglk tesekkurler,Nov,9
1467,m,0,service,Çekimler güzel ama muhabbet kötü,2017-01-26,70082,cekimler guzel muhabbet kotu,Jan,5
1479,f,1,service,Kaliteli ürün çekimi yapıyorlar. Teşekkürler. ,2017-11-29,28756,kaliteli urun cekimi yapyorlar tesekkurler,Nov,7
1482,m,0,service,"İyi: hizmet güzel, kötü: fiyatlar pahalı",2017-02-12,92851,iyi guzel kotu fiyatlar pahal,Feb,9
1494,m,0,service,"Çok kötü, sigara kokusundan mekana girilmiyor, hizmet sektöründe olmamalı.",2017-10-18,94801,kotu sigara kokusundan mekana girilmiyor sektorunde olmamal,Oct,12
1496,m,1,service,nişan ve düğün fotoğraflarımızı burada çektirdik.ilgilerinden çok memnun kaldık.randevu verirseniz istediğiniz saatte çalışıyorlar.,2017-11-03,59114,nisan dugun fotograflarmz burada cektirdik ilgilerinden memnun kaldk randevu verirseniz istediginiz saatte calsyorlar,Nov,14
1499,f,0,service,"Büyük boy baskı aldım ama maalesef üstünde beyaz bir leke vardı. Orjinalinde yok, baskıdan olmalı.",2017-12-09,84458,buyuk boy bask aldm maalesef ustunde beyaz leke vard orjinalinde yok baskdan olmal,Dec,18
1501,f,1,service,"Müşteri memnuniyetini önplanda tutuyorlar, fotoğrafı beğenmedim, tekrar çektiler",2017-02-08,103008,musteri memnuniyetini onplanda tutuyorlar begenmedim tekrar cektiler,Feb,10
1502,f,1,service,Çok ilgili ve alakalılar. Çok teşekkür ederim.,2017-09-02,90266,ilgili alakallar tesekkur,Sep,9
1514,f,1,studio,fotoğraf çekimleri çok başarılı,2017-11-21,58098,cekimleri basarl,Nov,4
1518,m,0,service,"Stüdyo küçücük, kalabalık, bekleme yeri yok, insanlar ter içinde....",2017-07-03,78823,studyo kucucuk kalabalk bekleme yeri yok insanlar ter icinde,Jul,14
1520,m,1,facility,"Vitrini çok güzel dizayn etmişler, dikkat çekici.",2017-01-25,106037,vitrini guzel dizayn etmisler dikkat cekici,Jan,9
1524,m,1,service,"Taramalarimi; hizli ve iyi bir sekilde yapip, fotograflarimi bana mail attilar. Ilgili bir firma.",2017-06-12,114508,taramalarimi hizli iyi sekilde yapip fotograflarimi bana mail attilar ilgili firma,Jun,18
1530,f,1,service,"Çok keyifli ve lezzetli, süper servis",2017-08-16,36759,keyifli lezzetli super servis,Aug,7
1536,m,1,service,Hizli servis,2017-10-19,122093,hizli servis,Oct,2
1537,f,1,service,İyi çekiyor adamlar,2017-03-15,65962,iyi cekiyor adamlar,Mar,3
1549,f,1,art,Baskı makinelerini gördüm son teknoloji...,2017-02-25,24498,bask makinelerini gordum son teknoloji,Feb,6
1550,f,1,service,iyi tahammul ettiler :),2017-07-17,99405,iyi tahammul ettiler,Jul,5
1561,m,1,service,Fotograf sanatinin dueyeni. Sanati odullu ...Ara GULER tanisaydi bu kardesimize birakirdi tahtini.... guzel insan....,2017-10-22,74392,sanatinin dueyeni sanati odullu ara guler tanisaydi kardesimize birakirdi tahtini guzel insan,Oct,20
1563,m,1,service,"Bozuk parak yoktu, bu sefer bizden dediler, insanlık ölmemiş",2017-02-20,57221,bozuk parak yoktu sefer bizden dediler insanlk olmemis,Feb,11
1571,m,1,service,Flaşları çok güzel patlıyor ,2017-05-30,85515,flaslar guzel patlyor,May,4
1573,m,0,service,"Çok yavaş çalışıyorlar, müşterileri keyifleri için bekletiyorlar.",2017-12-24,73579,yavas calsyorlar musterileri keyifleri bekletiyorlar,Dec,9
1575,f,0,service,Beklediğim kadar başarılı değil.,2017-06-28,36559,bekledigim kadar basarl degil,Jun,5
1576,f,0,service,Karıma saygısızca Suriyeli misin diye aşagılayıcı bir tavırla soran karaktersiz çalışanı olan bir yer (Suriyeli değiliz yozgatlıyız),2017-07-25,77390,karma saygszca suriyeli misin asaglayc tavrla soran karaktersiz calsan olan yer suriyeli degiliz yozgatlyz,Jul,19
1583,f,1,art,"Bu zamanda bu işte tutunmak zor, herkesin elinde telefon, kendi fotoğrafını çekiyor, ama işin erbabı bir başka çekiyor",2017-02-14,93571,zamanda iste tutunmak zor herkesin elinde telefon kendi fotografn cekiyor isin erbab baska cekiyor,Feb,21
1592,f,1,service,İlgili ve işinde tecrübeli,2017-11-23,37392,ilgili isinde tecrubeli,Nov,4
1593,f,1,service,Biometrik fotograf çekiminde gerçekten on numara,2017-08-23,70411,biometrik cekiminde gercekten on numara,Aug,6
1596,m,1,service,Kalitesi tartışılmaz.,2017-07-07,27046,kalitesi tartslmaz,Jul,3
1597,f,1,service,Daha iyisi yok!,2017-10-16,79699,iyisi yok,Oct,4
1604,f,0,service,Inanılmaz kotu fotoğraf. Mezuniyet diploma vs için kesinlikle uğramayın.hayata kusersiniz,2017-08-23,67915,inanlmaz kotu mezuniyet diploma v kesinlikle ugramayn hayata kusersiniz,Aug,11
1607,f,0,price,12 fotoğrafa 60 tl almasalardı iyiydi 😁,2017-08-24,33074,fotografa tl almasalard iyiydi,Aug,7
1609,m,1,service,Fotoğraf baskısı konusunda en güvendiğim isim.,2017-11-29,87381,basks konusunda guvendigim isim,Nov,7
1610,f,0,art,"Hiç beğenmedim, fotoğraflar çok karanlık çıktı.",2017-02-01,40042,hic begenmedim karanlk ckt,Feb,8
1613,m,0,service,"eski kalite değil, iğrenç bir vesikalık verdiler elime, tavırlar da bi acayip.",2017-06-14,95583,eski kalite degil igrenc vesikalk verdiler elime tavrlar bi acayip,Jun,15
1614,f,1,service,Kaliteli basım yapıyor. Ve güzel ilgileniyorlar.,2017-03-24,56003,kaliteli basm yapyor guzel ilgileniyorlar,Mar,8
1627,m,0,service,Fonlar demode pozlar demode kendini yenilemeli,2017-07-30,67004,fonlar demode pozlar demode kendini yenilemeli,Jul,6
1628,f,1,service,Fotoğrafa ihtiyacım olduğumda gittiğim tek yer,2017-08-26,94447,fotografa ihtiyacm oldugumda gittigim tek yer,Aug,6
1629,m,1,service,Burada herkes güzel çıkar,2017-06-10,62187,burada herkes guzel ckar,Jun,4
1635,f,1,price,Fiyatlar harika,2017-01-23,33093,fiyatlar harika,Jan,2
1637,f,1,service,Süper dış çekim yapıyorlar,2017-03-08,33886,super d cekim yapyorlar,Mar,4
1643,m,0,service,Eskiden kalma marka adını kullanan fakat düğün fotoğraflarında hiç memnun kalmadığımız düğün salonunun dayattığı fotoğrafçı,2017-06-01,24560,eskiden kalma marka adn kullanan fakat dugun fotograflarnda hic memnun kalmadgmz dugun salonunun dayattg fotografc,Jun,15
1652,m,1,service,Cumartesi günü nişan törenimizde birlikteydik. Gerçekten çok özenli ve güzel bir çalışma oldu. Ertesi gün fotoğraflarımıza da hemen kavuştuk :) Tekrar teşekkür ediyoruz.,2017-10-27,110066,cumartesi gunu nisan torenimizde birlikteydik gercekten ozenli guzel calsma oldu ertesi gun fotograflarmza hemen kavustuk tekrar tesekkur ediyoruz,Oct,27
1653,m,0,service,Personeller çok kaba. Esneklik sıfır.,2017-09-13,38250,personeller kaba esneklik sfr,Sep,7
1657,f,1,service,Çabuk kaliteli güleryüzlü. Belediyeye yakın,2017-05-25,115113,cabuk kaliteli guleryuzlu belediyeye yakn,May,6
1659,f,1,service,"Güleryüzlü kaliteli hizmet, teşekkürler",2017-01-31,35483,guleryuzlu kaliteli tesekkurler,Jan,5
1661,m,0,price,Çok pahali,2017-09-21,87096,pahali,Sep,2
1665,m,0,service,Kalitesiz,2017-12-13,98926,kalitesiz,Dec,1
1677,f,0,service,"Çekimlerini hiç beğenmedim vasatın altı, Oldukça da pahalı.",2017-08-19,64793,cekimlerini hic begenmedim vasatn alt oldukca pahal,Aug,10
1688,f,1,service,"10 yıldır gelıyorum, hiç bozmadılar",2017-01-12,95057,yldr gelyorum hic bozmadlar,Jan,6
1691,f,0,passport,biometrik tam bir facia,2017-12-30,52736,biometrik tam facia,Dec,4
1693,m,1,service,"Hızlı baskı, teknolojik çözüm imkanı... Whatsapp, e-posta.",2017-12-11,112451,hzl bask teknolojik cozum imkan whatsapp eposta,Dec,11
1695,m,0,service,çok kötü,2017-08-07,87127,kotu,Aug,2
1697,m,0,facility,Yaz günü klimayı açmıyorlar terden sırılsıklam oldum,2017-02-01,26172,yaz gunu klimay acmyorlar terden srlsklam oldum,Feb,7
1700,f,0,passport,Yaklaşık 1 hafta önce burada 2 adet vesikalık 2 adet hatıra fotoğrafı çektirdik. Teslim almaya gittiğimizde1 adet hatıra fotoğrafının arka planını beğen mememi rağmen şahıs dan gülerek ben çok beğendim yanıtını aldık. Yaptığı arka planı fotoğraftan hiç anlamayan insan bile yapmazdı.Umarım başka bir müşteriye aynı muameleyi yapmaz mağdur etmez.,2017-01-15,43036,yaklask hafta once burada adet vesikalk adet hatra cektirdik teslim almaya gittigimizde adet hatra fotografnn arka plann begen mememi ragmen sahs dan gulerek ben begendim yantn aldk yaptg arka plan fotograftan hic anlamayan insan bile yapmazd umarm baska musteriye ayn muameleyi yapmaz magdur etmez,Jan,52
1703,m,1,service,Hatıralarınızı Albüme dönüştürün mutlaka uğrayın derim,2017-06-11,81761,hatralarnz albume donusturun mutlaka ugrayn derim,Jun,6
1704,m,0,wedding,"Söyledikleri hiç bir seyi yapmadılar, fotoğraflarımız yarim yamalak, verdiğimiz paraya yazik oldu küçücük bir çocuk gönderdiler en güzel günüm mahvoldu sayelerinde.",2017-02-03,44964,soyledikleri hic seyi yapmadlar fotograflarmz yarim yamalak verdigimiz paraya yazik oldu kucucuk cocuk gonderdiler guzel gunum mahvoldu sayelerinde,Feb,24
1705,f,1,service,Kibar ve işini iyi yapan profesyonel bir ekip.,2017-06-16,73800,kibar isini iyi yapan profesyonel ekip,Jun,9
1712,f,1,service,"Çekirdekten yetişen esnaf farklı oluyor, bozmayın",2017-02-16,49567,cekirdekten yetisen esnaf farkl oluyor bozmayn,Feb,7
1718,m,1,art,İşinin ehli karşıdan belli oluyor on numara hizmet,2017-02-01,65840,isinin ehli karsdan belli oluyor on numara,Feb,8
1726,m,1,service,Çok iyi,2017-08-05,117178,iyi,Aug,2
1734,m,1,service,Fotoğraf mı? Burası,2017-06-01,53671,m bura,Jun,4
1747,f,0,wedding,"düğün salonu ile anlaşmalı içinde sütudyo çekimi hediyeliydi. Sütüdyo resimleri mükemmeldi dış çekimi de ona güvenip yaptırdık ama resimler çok kötüydü dış çekim için çekilenler daha çok klip çekimi için normal kıyafetle çektikleri albüme koyulacak gelinlikli damatlıkla resim bulamadık. Aradığımızda telefonları açmadılar ki İzmir'den gittik 3 bin tl yol için masraf yaptık sonuç kötü resimler ve ulaşılamayan insanlar. O kadar yol gittik 90 tane gelinlikli resim var dalga geçer gibi 35-40 resim seçin dendi 20 tane zor seçtik. Konuşmaları da ekliyorum, köklü dükkan amatör fotoğrafçılar. Staj gören çocuk Mert yanlarında gelmiş tüm işlemleri ona yaptırdılar ışık için bir cihaz vardı onu dahi tutamayan biri. Resimleri whatsapp'tan atın dendi şimdi ise işleri bitti tabi gidin ofise söyleyin seçin bassınlar deyip başlarından savıyorlar, yazık çok yazık.",2017-02-03,22659,dugun salonu anlasmal icinde sutudyo cekimi hediyeliydi sutudyo resimleri mukemmeldi d cekimi ona guvenip yaptrdk resimler kotuydu d cekim cekilenler klip cekimi normal kyafetle cektikleri albume koyulacak gelinlikli damatlkla resim bulamadk aradgmzda telefonlar acmadlar izmirden gittik bin tl yol masraf yaptk sonuc kotu resimler ulaslamayan insanlar kadar yol gittik tane gelinlikli resim var dalga gecer resim secin dendi tane zor sectik konusmalar ekliyorum koklu dukkan amator fotografclar staj goren cocuk mert yanlarnda gelmis tum islemleri ona yaptrdlar sk cihaz vard onu dahi tutamayan resimleri whatsapptan atn dendi simdi isleri bitti tabi gidin ofise soyleyin secin bassnlar deyip baslarndan savyorlar yazk yazk,Feb,133
1748,f,1,studio,Fiyatları biraz pahalı ancak çekimler tatmin etti.,2017-10-10,100319,fiyatlar biraz pahal ancak cekimler tatmin etti,Oct,8
1754,m,1,service,Güleryüzlü hizmetiniz için teşekkür ederiz.,2017-11-14,120477,guleryuzlu hizmetiniz tesekkur ederiz,Nov,6
1760,m,0,service,"Çok kabaydılar, davranışları iticiydi, bir daha kapılarından içeri gireceğimi sanmıyorum",2017-07-07,105378,kabaydlar davranslar iticiydi kaplarndan iceri girecegimi sanmyorum,Jul,12
1762,m,1,service,Müthiş ilgili ve bilgili personelleri var. Fiyat olarak da çok ekonomikler.,2017-06-14,34703,muthis ilgili bilgili personelleri var fiyat olarak ekonomikler,Jun,13
1763,f,1,service,Fiyatlar biraz yüksek olmakla beraber hızlı ve kaliteli hizmet veriyorlar.,2017-07-29,109992,fiyatlar biraz yuksek olmakla beraber hzl kaliteli veriyorlar,Jul,11
1769,f,1,service,Daimi fotoğrafçımdır. Fotoğraf çekimleri ve photoshop becerilerini beğeniyorum.,2017-10-30,96137,daimi fotografcmdr cekimleri photoshop becerilerini begeniyorum,Oct,10
1771,m,1,service,hızlı ve kaliteli baskı memnun kaldım tavsiye ederim,2017-06-26,62154,hzl kaliteli bask memnun kaldm tavsiye,Jun,8
1773,f,1,service,"Verdiğim paraya değdi, içim rahat",2017-01-12,68293,verdigim paraya degdi icim rahat,Jan,6
1775,f,0,service,Adamlar dolandırıcı. Uzak durun.,2017-09-07,73043,adamlar dolandrc uzak durun,Sep,6
1776,m,1,facility,"Çok sessiz, temiz ve tertipli bir işletme, bozmayın",2017-02-07,30475,sessiz temiz tertipli isletme bozmayn,Feb,10
1777,m,1,service,Ucuza yakın iyi iş çıkartıyor,2017-06-22,111716,ucuza yakn iyi is ckartyor,Jun,5
1784,f,0,service,Çok kalabalık oluyor haftasonu. Bir fotoğraf çektirmek için tam yarım saat bekledim.,2017-01-26,74898,kalabalk oluyor haftasonu cektirmek tam yarm saat bekledim,Jan,14
1785,m,1,service,Hizmetli bir Kalite alacağınızdan hiç şüpheniz olmasın.,2017-09-25,102373,hizmetli kalite alacagnzdan hic supheniz olmasn,Sep,8
1797,f,1,service,"Hızlı, kaliteli ve uygun bütçeli harika bir yer",2017-09-22,61584,hzl kaliteli uygun butceli harika yer,Sep,9
1800,f,1,service,Sanatçı abimiz,2017-03-19,113281,sanatc abimiz,Mar,2
1801,f,1,engagement,Albümleri çok güzel,2017-03-10,71276,albumleri guzel,Mar,3
1811,m,1,service,çok kaliteli çekimleri gerçekten çok mutlu kareler çekiyor ilgisinden ve fotoğrafların güzelliğinden dolayı teşekkür ederiz.,2017-04-07,92748,kaliteli cekimleri gercekten mutlu kareler cekiyor ilgisinden fotograflarn guzelliginden dolay tesekkur ederiz,Apr,16
1812,f,0,studio,ilgisiz bir fotoğrafı düz çekemediler,2017-11-01,55831,ilgisiz duz cekemediler,Nov,5
1815,m,1,service,Mezuniyet fotoğrafları buradan sorulur :),2017-06-08,63032,mezuniyet buradan sorulur,Jun,6
1816,m,1,art,Gerçekten çok kaliteli bir yer işinin ehli.. tavsiye ederim,2017-02-07,27332,gercekten kaliteli yer isinin ehli tavsiye,Feb,9
1820,m,0,price,"personel ilgili, stüdyo ortamı çok canlı fakat fiyatlar biraz yüksek.",2017-08-02,52334,personel ilgili studyo ortam canl fakat fiyatlar biraz yuksek,Aug,12
1826,f,1,service,Geçerken de bakıyorum vitrin ışıl ışıl kendini gösteriyor,2017-03-11,75576,gecerken bakyorum vitrin sl sl kendini gosteriyor,Mar,8
1846,m,1,service,Iyi bi yer,2017-05-18,112486,iyi bi yer,May,3
1850,m,1,service,Uygun fiyat ve kalite,2017-12-16,26209,uygun fiyat kalite,Dec,4
1857,m,1,service,Hizmet süper,2017-01-30,61939,super,Jan,2
1860,f,1,service,Fotograf çekmek vizyon işidir.Emeğinize sağlık🙏,2017-04-18,58402,cekmek vizyon isidir emeginize saglk,Apr,5
1863,m,1,service,Turkiyenin en iyisi,2017-05-27,41874,turkiyenin iyisi,May,3
1870,f,0,service,biraz ilgisiz davraniyorlar ama vesikalik icin tercih edilebilir,2017-06-06,47379,biraz ilgisiz davraniyorlar vesikalik tercih edilebilir,Jun,8
1873,f,1,service,Son derece profesyonel,2017-06-10,101854,son derece profesyonel,Jun,3
1896,m,1,service,kalıcı ve kaliteli..,2017-10-12,91529,kalc kaliteli,Oct,3
1921,m,1,service,Ilginize tesekkurler,2017-12-05,109210,ilginize tesekkurler,Dec,2
