,sex,rating,product,review,review_date,reviewer_id,clean_text
1289,m,1.0,service,"Hazırlanınca zile basın yazmışlar meğer zil bozukmuş, boşu boşuna 10 dakika bekledim",2017-02-22,101125,hazrlannca zile basn yazmslar meger zil bozukmus bosu bosuna dakika bekledim
1293,m,4.0,service,İyi,2017-10-11,28485,iyi
1296,m,5.0,art,İşinde en iyisi olan gerçekten hakkını veren bir müessese başarılarınızın devamını dilerim,2017-12-26,104735,isinde iyisi olan gercekten hakkn veren bir muessese basarlarnzn devamn dilerim
1297,f,5.0,service,Kaliteli fotoğraf baskısı ve hızlı fotoğraf ihtiyaçlarınız için,2017-03-20,27132,kaliteli fotograf basks hzl fotograf ihtiyaclarnz icin
1301,f,5.0,engagement,Dün aksam kinamiz cok guzel gecti ekibe cok tesekur ederiz ilgilernden dolayi bundan sonraki kina icin tercihimiz burası olacaktir,2017-05-11,40195,dun aksam kinamiz cok guzel gecti ekibe cok tesekur ederiz ilgilernden dolayi bundan sonraki kina icin tercihimiz bura olacaktir
1302,f,1.0,wedding,"düğünümüz almış olduğumuz fotoğraf hizmetine istinaden, düğün günü çekilen fotoğrafların digital kopyalarını arşivlememiş ve silmiş olmalarından dolayı, arşivleme hizmetinin sadece 3 ay gibi kısa bir sürede tutulması sebebiyle maalesef düğün fotoğraflarıma hiçbir şekilde ulaşma imkanım kalmamıştır. sağlam bir arşivleme sistemi olsaydı mağdur olmayacaktım. ",2017-02-09,80787,dugunumuz alms oldugumuz fotograf hizmetine istinaden dugun gunu cekilen fotograflarn digital kopyalarn arsivlememis silmis olmalarndan dolay arsivleme hizmetinin sadece ay ksa bir surede tutulmas sebebiyle maalesef dugun fotograflarma hicbir sekilde ulasma imkanm kalmamstr saglam bir arsivleme sistemi olsayd magdur olmayacaktm
1305,f,5.0,service,"Profesyonel bir Stüdyo, profesyonel bir fotoğrafçı.",2017-07-30,103134,profesyonel bir studyo profesyonel bir fotografc
1307,f,5.0,wedding,"Birlikte çalışmak kesinlikle düğün günümü daha özel yaptı diyebilirim. Bizi hiç strese sokmadan, fotoğraf çektirme paniği yaşatmadan muhteşem bir gün geçirdik. Hem çok eğlendik hem de bence harika fotoğraflarımız oldu. Benim için fotoğraf çok önemliydi çünkü stresten bir çok şeyin aklınızda kalmadığını biliyordum ve en azından fotoğraflarla her anı kalıcı kılmak istiyordum. Bu yüzden de kiminle çalışacağım ile ilgili epey uzun bir araştırma yapmıştım. Böyle güzel olduğu kadar gergin bir günde çalışacağınız insanlar aranızdaki elektrik samimiyet de çok önemli bence. Sonunda en doğru kararı verdiğime inanıyorum. Kesinlikle tavsiye ederim.",2017-10-01,56726,birlikte calsmak kesinlikle dugun gunumu ozel yapt diyebilirim bizi hic strese sokmadan fotograf cektirme panigi yasatmadan muhtesem bir gun gecirdik cok eglendik bence harika fotograflarmz oldu benim icin fotograf cok onemliydi cunku stresten bir cok seyin aklnzda kalmadgn biliyordum azndan fotograflarla an kalc klmak istiyordum yuzden kiminle calsacagm ilgili epey uzun bir arastrma yapmstm boyle guzel oldugu kadar gergin bir gunde calsacagnz insanlar aranzdaki elektrik samimiyet cok onemli bence sonunda dogru karar verdigime inanyorum kesinlikle tavsiye ederim
1309,m,5.0,service,30 yıldan beri tercih ettiğim güzel bir fotoğrafhane...,2017-10-23,115907,yldan beri tercih ettigim guzel bir fotografhane
1310,f,5.0,service,Bir abi bir kardeş leymiş gibi hoş sohbet bir ortamda çekimlerinizi hızlı ve temiz bir şekilde yaptırın,2017-05-26,50996,bir abi bir kardes leymis ho sohbet bir ortamda cekimlerinizi hzl temiz bir sekilde yaptrn
1316,m,5.0,wedding,Her şey harika oldu elinize emeğinize güzel yüreğinize sağlık.Tüm ekibe teşekkür ediyorum.,2017-05-15,78028,sey harika oldu elinize emeginize guzel yureginize saglk tum ekibe tesekkur ediyorum
1318,m,5.0,facility,"Üst kata yeni bir stüdyo yapmışlar, çok güzel düzenlemişler, harika",2017-02-01,95376,ust kata yeni bir studyo yapmslar cok guzel duzenlemisler harika
1320,m,5.0,service,"İşini severek yapıyor ve kaliteyi ön planda tutuyor, sunmuş olduğu çeşitli seçeneklerle tercihlerimizde çok yardımcı oldu, teslimatları da söylenen tarihlerde oldu, çok memnun kaldık, bundan sonraki tüm foto işlemlerimizin tek adresi. Tavsiye ederim",2017-04-08,26740,isini severek yapyor kaliteyi on planda tutuyor sunmus oldugu cesitli seceneklerle tercihlerimizde cok yardmc oldu teslimatlar soylenen tarihlerde oldu cok memnun kaldk bundan sonraki tum foto islemlerimizin tek adresi tavsiye ederim
1321,m,5.0,service,"Çok hızlı hizmet ve çok güzel vesikalık, tek tercihim !",2017-08-28,50822,cok hzl hizmet cok guzel vesikalk tek tercihim
1324,f,1.0,self-taken,23 dakikada fotoğraf tab edilir dediler 2 saat bekledim rezalet!!!,2017-01-27,25844,dakikada fotograf tab edilir dediler saat bekledim rezalet
1327,m,4.0,service,Yoğun stüdyo. Çalışanların hızlı şekilde yardımcı olması işinizi beklediğinizden kısa sürede bitirmenizi kolaylaştırıyor.,2017-08-17,113441,yogun studyo calsanlarn hzl sekilde yardmc olmas isinizi beklediginizden ksa surede bitirmenizi kolaylastryor
1333,m,5.0,studio,"Çocukların sünnetlik fotoğraflarını çektirdim, çok memnun kaldım",2017-02-06,118037,cocuklarn sunnetlik fotograflarn cektirdim cok memnun kaldm
1335,m,5.0,service,"Fotoğraflar çok başarılı, Güler yüzlü hizmet.",2017-12-26,38553,fotograflar cok basarl guler yuzlu hizmet
1336,f,5.0,service,1 kaç kere müşterileri olma durumum oldu ve orada fotoğrafları mi beklerken diğer müşterilere nasıl davrandıklarını takip etme şansım oldu. Müşteri memnuniyetine çok değer veriyorlar aynı zamanda işlerini çok iyi yapıyorlar. Bütün ekipe çok teşekkür ediyorum...,2017-10-16,33670,kac kere musterileri olma durumum oldu orada fotograflar mi beklerken diger musterilere nasl davrandklarn takip etme sansm oldu musteri memnuniyetine cok deger veriyorlar ayn zamanda islerini cok iyi yapyorlar butun ekipe cok tesekkur ediyorum
1340,m,5.0,service,Islerinin ehli cok kibar guleryuzlu,2017-12-21,55272,islerinin ehli cok kibar guleryuzlu
1342,f,5.0,service,"Göstermiş olduğunuz ilgiye çok teşekkür ederim, albumumuzu teslim aldık, tasariminiza bayildik😊 emeğinize sağlık..",2017-07-17,26236,gostermis oldugunuz ilgiye cok tesekkur ederim albumumuzu teslim aldk tasariminiza bayildik emeginize saglk
1347,f,4.0,service,pahalıdır ama dileyene makyaj yapıp güzel fotolar çeker tavsiye ederim..,2017-08-05,76690,pahaldr dileyene makyaj yapp guzel fotolar ceker tavsiye ederim
1348,f,5.0,service,Bence bu civardaki en iyi fotoğrafçı,2017-03-14,123023,bence civardaki iyi fotografc
1351,f,5.0,service,yılların tecrübesi. yıllardır fotoğraf için geldiğimiz tek adres.,2017-03-18,74385,yllarn tecrubesi yllardr fotograf icin geldigimiz tek adres
1352,m,5.0,service,Çok iyi insanlar güler yüzlü işinin ehli ve çok hızlı çalışıyorlar tam bir profesyoneller. Vize başvurusu yada greencard için başvuru amaçlı fotoğraf çektirmek isteyenler güvenle gidebilirler konu hakkında bilgililer 10 yıldız olsa verirdim. Emeğiniz için teşekkür ederim.,2017-03-16,87110,cok iyi insanlar guler yuzlu isinin ehli cok hzl calsyorlar tam bir profesyoneller vize basvurusu yada greencard icin basvuru amacl fotograf cektirmek isteyenler guvenle gidebilirler konu hakknda bilgililer yldz olsa verirdim emeginiz icin tesekkur ederim
1356,m,1.0,service,Tavsiye etmiyorum.,2017-07-04,89401,tavsiye etmiyorum
1358,f,3.0,price,Fiyatı pahalı ,2017-09-09,43007,fiyat pahal
1367,m,5.0,service,Fotoğraf Baskı  Kalitesi,2017-12-11,84033,fotograf bask kalitesi
1369,f,5.0,service,Güleryüz ,2017-01-08,93924,guleryuz
1370,f,5.0,service,Eski ve düzenli bir firma,2017-08-01,42123,eski duzenli bir firma
1383,f,5.0,service,Güzel ilgili biyer tavsiye ederim,2017-04-29,101459,guzel ilgili biyer tavsiye ederim
1386,m,3.0,service,Diğer fotoğrafçılar dan farkı yok. Boşuna o kadar para vermeyin. İki kere tecrübe ettim ve yıllardır gitmiyorum.,2017-07-04,25877,diger fotografclar dan fark yok bosuna kadar para vermeyin iki kere tecrube ettim yllardr gitmiyorum
1388,f,5.0,service,civarda tek diyebileceğim bir fotoraf galerisi,2017-09-11,96977,civarda tek diyebilecegim bir fotoraf galerisi
1389,m,5.0,service,Son derece kaliteli hizmet,2017-07-30,68387,son derece kaliteli hizmet
1394,m,4.0,service,Gercekler oldugu gibi yuzunuze vuruyor.sakin mukemmel cekiyorlar diye dusunmeyin.ellerindeki malzeme neyse onun en iyisini cekiyolar,2017-07-08,75626,gercekler oldugu yuzunuze vuruyor sakin mukemmel cekiyorlar dusunmeyin ellerindeki malzeme neyse onun iyisini cekiyolar
1397,m,1.0,service,Kötü,2017-04-27,67778,kotu
1398,f,1.0,service,esnaflık anlayışından çok çok uzak bir işletme. güleryüz namına bir duruş göremedik. fotoğraf kalitesi de düşük ne yazık ki.,2017-03-16,108111,esnaflk anlaysndan cok cok uzak bir isletme guleryuz namna bir durus goremedik fotograf kalitesi dusuk yazk
1408,f,5.0,service,"Mükemmel iş,mükemmel insanlar",2017-03-17,22873,mukemmel is mukemmel insanlar
1413,f,5.0,service,"Mükemmel hizmet,",2017-10-16,79699,mukemmel hizmet
1414,f,1.0,service,1 fotografa 970 lira aldılar mk cektikleride fotograf olsa monalisanin kafasini kesip benim face`imi kullanmıs bide güzel die kakalamaya calışıyor ,2017-07-11,38127,fotografa lira aldlar mk cektikleride fotograf olsa monalisanin kafasini kesip benim face ` imi kullanms bide guzel die kakalamaya calsyor
1416,m,4.0,service,Çok kalabalık güleç ve mutlu,2017-05-31,92606,cok kalabalk gulec mutlu
1418,m,5.0,service,İşini çok iyi yapıyor ve efendi bir arkadaş,2017-04-25,97061,isini cok iyi yapyor efendi bir arkadas
1419,m,5.0,service,"Dogum anindaki desteginiz ve guzel fotograflarimiz icin binlerce kez tesekkur ederim, albumumuzu sabirsizlikla bekliyoruz 😊",2017-07-18,111958,dogum anindaki desteginiz guzel fotograflarimiz icin binlerce tesekkur ederim albumumuzu sabirsizlikla bekliyoruz
1422,f,1.0,wedding,"Otelde yaptığımız düğüne ait fotoğraflarımızı çektiler ve bir kısmını kaybedip uzunca bir süre bunu kabul bile etmediler fakat video görüntülerinde dahi fotoğrafların çekildiği görülüyor ama buna rağmen ısrarla fotoğrafların eksik olmadığını iddia ettiler. Mevcuttaki gerçekten kötü kalitedeki fotoğraflarla yetinmemiz için ısrar ettiler. Bu durumu otel idaresine de bildirdik fakat onlar da yanıt olarak kusura bakmayın fotoğrafçımız ""Eksik değil diyorlarsa eksik değildir. "" diyerek konuyu kapatmamızı istediler. Bu fotoğrafçıyla kesinlikle çalışmanızı tavsiye etmiyorum, başka bir fotoğrafçıda ısrar ediniz.",2017-03-04,99818,otelde yaptgmz dugune ait fotograflarmz cektiler bir ksmn kaybedip uzunca bir sure bunu kabul bile etmediler fakat video goruntulerinde dahi fotograflarn cekildigi goruluyor buna ragmen srarla fotograflarn eksik olmadgn iddia ettiler mevcuttaki gercekten kotu kalitedeki fotograflarla yetinmemiz icin srar ettiler durumu otel idaresine bildirdik fakat onlar yant olarak kusura bakmayn fotografcmz `` eksik degil diyorlarsa eksik degildir `` diyerek konuyu kapatmamz istediler fotografcyla kesinlikle calsmanz tavsiye etmiyorum baska bir fotografcda srar ediniz
1425,m,5.0,service,Hayatı analog yaşayanlar için bire bir.,2017-06-10,48080,hayat analog yasayanlar icin bire bir
1431,f,5.0,service,Kaliteli fotoğraf baskı merkezi,2017-07-07,106998,kaliteli fotograf bask merkezi
1432,f,5.0,service,Hizmet fiyat kalite iyi.,2017-11-29,108543,hizmet fiyat kalite iyi
1433,m,5.0,service,Kesinlikle tavsiye ederim sadece telefon ettim gecmiş yılın fotoğrafı nı bulup mail attı sonsuz tavsiye ederim Sayın fotoğrafcım iyi ki varsın diyorum.,2017-04-03,58326,kesinlikle tavsiye ederim sadece telefon ettim gecmis yln fotograf n bulup mail att sonsuz tavsiye ederim sayn fotografcm iyi varsn diyorum
1435,f,5.0,service,"Çocuk resimleri konusunda çok ilerideler, ağlayan çocuğu güldürüp çok güzel resimler çektiler",2017-03-12,42673,cocuk resimleri konusunda cok ilerideler aglayan cocugu guldurup cok guzel resimler cektiler
1438,m,5.0,service,istanbul klasiği,2017-05-29,50110,istanbul klasigi
1441,m,4.0,service,"Elemanları değişti diye başka yere gitmiştim, hiç memnun kalmadım, yine de en iyisi burası",2017-03-10,117939,elemanlar degisti baska yere gitmistim hic memnun kalmadm yine iyisi bura
1452,f,5.0,service,"iş yeri sahibi çok yardımsever ve tecrübeli, gidenin asla pişman olmayacağı bir fotoğrafçı🍀",2017-04-09,85170,is yeri sahibi cok yardmsever tecrubeli gidenin asla pisman olmayacag bir fotografc
1454,m,5.0,service,Her şey çok güzel,2017-03-13,41684,sey cok guzel
1456,m,1.0,service,Yolunuz düşsede gitmeyin uzak durun berbat fotoğraflar çekip en fahiş fiyatla satıyorlar,2017-11-10,100169,yolunuz dussede gitmeyin uzak durun berbat fotograflar cekip fahis fiyatla satyorlar
1458,f,5.0,wedding,"Düğünümden tam 1 sene önce fotoğrafçı arayışına girdim. Çalışacağım fotografçının şöyle doğal,capcanlı renleri olsun, fotoğraflarımı bana yüksek cözünürlüklü versin istedim ki istediğim şekilde baskı alabileyim dedim. Eşim herşey gibi fotoğraf konusunuda bana bırakmıştı. Bense internetten fotoğrafçıları ararken gözüm burasına ilişti. Salih'e fotoğrafları gösterdiğimde şöyle bir bakıp ''Canım işte bu renkli renkli fotoğrafları çeken kişi çeksin bizi'' dedi. Öylede oldu :))) Bu şekilde çalışmaya karar verdik.",2017-10-02,122928,dugunumden tam sene once fotografc araysna girdim calsacagm fotografcnn soyle dogal capcanl renleri olsun fotograflarm bana yuksek cozunurluklu versin istedim istedigim sekilde bask alabileyim dedim esim hersey fotograf konusunuda bana brakmst bense internetten fotografclar ararken gozum burasna ilisti salih e fotograflar gosterdigimde soyle bir bakp `` canm iste renkli renkli fotograflar ceken kisi ceksin bizi dedi oylede oldu sekilde calsmaya karar verdik
1460,f,5.0,service,"20 yıldan uzun süredir değişmez fotoğrafçım. Yüksek kalite, uygun fiyat, güleryüzlü hızlı hizmet.",2017-06-11,63659,yldan uzun suredir degismez fotografcm yuksek kalite uygun fiyat guleryuzlu hzl hizmet
1464,m,5.0,outdoors,Dış mekan çekimim mükemmel geçti ellerine sağlık çok teşekkürler,2017-11-19,53005,d mekan cekimim mukemmel gecti ellerine saglk cok tesekkurler
1467,m,3.0,service,Çekimler güzel ama muhabbet kötü,2017-01-26,70082,cekimler guzel muhabbet kotu
1479,f,5.0,service,Kaliteli ürün çekimi yapıyorlar. Teşekkürler. ,2017-11-29,28756,kaliteli urun cekimi yapyorlar tesekkurler
1482,m,3.0,service,"İyi: hizmet güzel, kötü: fiyatlar pahalı",2017-02-12,92851,iyi hizmet guzel kotu fiyatlar pahal
1494,m,1.0,service,"Çok kötü, sigara kokusundan mekana girilmiyor, hizmet sektöründe olmamalı.",2017-10-18,94801,cok kotu sigara kokusundan mekana girilmiyor hizmet sektorunde olmamal
1496,m,5.0,service,nişan ve düğün fotoğraflarımızı burada çektirdik.ilgilerinden çok memnun kaldık.randevu verirseniz istediğiniz saatte çalışıyorlar.,2017-11-03,59114,nisan dugun fotograflarmz burada cektirdik ilgilerinden cok memnun kaldk randevu verirseniz istediginiz saatte calsyorlar
1499,f,2.0,service,"Büyük boy baskı aldım ama maalesef üstünde beyaz bir leke vardı. Orjinalinde yok, baskıdan olmalı.",2017-12-09,84458,buyuk boy bask aldm maalesef ustunde beyaz bir leke vard orjinalinde yok baskdan olmal
1501,f,5.0,service,"Müşteri memnuniyetini önplanda tutuyorlar, fotoğrafı beğenmedim, tekrar çektiler",2017-02-08,103008,musteri memnuniyetini onplanda tutuyorlar fotograf begenmedim tekrar cektiler
1502,f,5.0,service,Çok ilgili ve alakalılar. Çok teşekkür ederim.,2017-09-02,90266,cok ilgili alakallar cok tesekkur ederim
1514,f,5.0,studio,fotoğraf çekimleri çok başarılı,2017-11-21,58098,fotograf cekimleri cok basarl
1518,m,1.0,service,"Stüdyo küçücük, kalabalık, bekleme yeri yok, insanlar ter içinde....",2017-07-03,78823,studyo kucucuk kalabalk bekleme yeri yok insanlar ter icinde
1520,m,5.0,facility,"Vitrini çok güzel dizayn etmişler, dikkat çekici.",2017-01-25,106037,vitrini cok guzel dizayn etmisler dikkat cekici
1524,m,5.0,service,"Taramalarimi; hizli ve iyi bir sekilde yapip, fotograflarimi bana mail attilar. Ilgili bir firma.",2017-06-12,114508,taramalarimi hizli iyi bir sekilde yapip fotograflarimi bana mail attilar ilgili bir firma
1530,f,5.0,service,"Çok keyifli ve lezzetli, süper servis",2017-08-16,36759,cok keyifli lezzetli super servis
1536,m,5.0,service,Hizli servis,2017-10-19,122093,hizli servis
1537,f,5.0,service,İyi çekiyor adamlar,2017-03-15,65962,iyi cekiyor adamlar
1549,f,5.0,art,Baskı makinelerini gördüm son teknoloji...,2017-02-25,24498,bask makinelerini gordum son teknoloji
1550,f,5.0,service,iyi tahammul ettiler :),2017-07-17,99405,iyi tahammul ettiler
1561,m,5.0,service,Fotograf sanatinin dueyeni. Sanati odullu ...Ara GULER tanisaydi bu kardesimize birakirdi tahtini.... guzel insan....,2017-10-22,74392,fotograf sanatinin dueyeni sanati odullu ara guler tanisaydi kardesimize birakirdi tahtini guzel insan
1563,m,5.0,service,"Bozuk parak yoktu, bu sefer bizden dediler, insanlık ölmemiş",2017-02-20,57221,bozuk parak yoktu sefer bizden dediler insanlk olmemis
1571,m,5.0,service,Flaşları çok güzel patlıyor ,2017-05-30,85515,flaslar cok guzel patlyor
1573,m,1.0,service,"Çok yavaş çalışıyorlar, müşterileri keyifleri için bekletiyorlar.",2017-12-24,73579,cok yavas calsyorlar musterileri keyifleri icin bekletiyorlar
1575,f,2.0,service,Beklediğim kadar başarılı değil.,2017-06-28,36559,bekledigim kadar basarl degil
1576,f,1.0,service,Karıma saygısızca Suriyeli misin diye aşagılayıcı bir tavırla soran karaktersiz çalışanı olan bir yer (Suriyeli değiliz yozgatlıyız),2017-07-25,77390,karma saygszca suriyeli misin asaglayc bir tavrla soran karaktersiz calsan olan bir yer suriyeli degiliz yozgatlyz
1583,f,5.0,art,"Bu zamanda bu işte tutunmak zor, herkesin elinde telefon, kendi fotoğrafını çekiyor, ama işin erbabı bir başka çekiyor",2017-02-14,93571,zamanda iste tutunmak zor herkesin elinde telefon kendi fotografn cekiyor isin erbab bir baska cekiyor
1592,f,5.0,service,İlgili ve işinde tecrübeli,2017-11-23,37392,ilgili isinde tecrubeli
1593,f,5.0,service,Biometrik fotograf çekiminde gerçekten on numara,2017-08-23,70411,biometrik fotograf cekiminde gercekten on numara
1596,m,5.0,service,Kalitesi tartışılmaz.,2017-07-07,27046,kalitesi tartslmaz
1597,f,5.0,service,Daha iyisi yok!,2017-10-16,79699,iyisi yok
1604,f,1.0,service,Inanılmaz kotu fotoğraf. Mezuniyet diploma vs için kesinlikle uğramayın.hayata kusersiniz,2017-08-23,67915,inanlmaz kotu fotograf mezuniyet diploma v icin kesinlikle ugramayn hayata kusersiniz
1607,f,3.0,price,12 fotoğrafa 60 tl almasalardı iyiydi 😁,2017-08-24,33074,fotografa tl almasalard iyiydi
1609,m,5.0,service,Fotoğraf baskısı konusunda en güvendiğim isim.,2017-11-29,87381,fotograf basks konusunda guvendigim isim
1610,f,1.0,art,"Hiç beğenmedim, fotoğraflar çok karanlık çıktı.",2017-02-01,40042,hic begenmedim fotograflar cok karanlk ckt
1613,m,1.0,service,"eski kalite değil, iğrenç bir vesikalık verdiler elime, tavırlar da bi acayip.",2017-06-14,95583,eski kalite degil igrenc bir vesikalk verdiler elime tavrlar bi acayip
1614,f,5.0,service,Kaliteli basım yapıyor. Ve güzel ilgileniyorlar.,2017-03-24,56003,kaliteli basm yapyor guzel ilgileniyorlar
1627,m,2.0,service,Fonlar demode pozlar demode kendini yenilemeli,2017-07-30,67004,fonlar demode pozlar demode kendini yenilemeli
1628,f,5.0,service,Fotoğrafa ihtiyacım olduğumda gittiğim tek yer,2017-08-26,94447,fotografa ihtiyacm oldugumda gittigim tek yer
1629,m,5.0,service,Burada herkes güzel çıkar,2017-06-10,62187,burada herkes guzel ckar
1635,f,5.0,price,Fiyatlar harika,2017-01-23,33093,fiyatlar harika
1637,f,5.0,service,Süper dış çekim yapıyorlar,2017-03-08,33886,super d cekim yapyorlar
1643,m,2.0,service,Eskiden kalma marka adını kullanan fakat düğün fotoğraflarında hiç memnun kalmadığımız düğün salonunun dayattığı fotoğrafçı,2017-06-01,24560,eskiden kalma marka adn kullanan fakat dugun fotograflarnda hic memnun kalmadgmz dugun salonunun dayattg fotografc
1652,m,5.0,service,Cumartesi günü nişan törenimizde birlikteydik. Gerçekten çok özenli ve güzel bir çalışma oldu. Ertesi gün fotoğraflarımıza da hemen kavuştuk :) Tekrar teşekkür ediyoruz.,2017-10-27,110066,cumartesi gunu nisan torenimizde birlikteydik gercekten cok ozenli guzel bir calsma oldu ertesi gun fotograflarmza hemen kavustuk tekrar tesekkur ediyoruz
1653,m,1.0,service,Personeller çok kaba. Esneklik sıfır.,2017-09-13,38250,personeller cok kaba esneklik sfr
1657,f,5.0,service,Çabuk kaliteli güleryüzlü. Belediyeye yakın,2017-05-25,115113,cabuk kaliteli guleryuzlu belediyeye yakn
1659,f,5.0,service,"Güleryüzlü kaliteli hizmet, teşekkürler",2017-01-31,35483,guleryuzlu kaliteli hizmet tesekkurler
1661,m,1.0,price,Çok pahali,2017-09-21,87096,cok pahali
1665,m,1.0,service,Kalitesiz,2017-12-13,98926,kalitesiz
1677,f,1.0,service,"Çekimlerini hiç beğenmedim vasatın altı, Oldukça da pahalı.",2017-08-19,64793,cekimlerini hic begenmedim vasatn alt oldukca pahal
1688,f,5.0,service,"10 yıldır gelıyorum, hiç bozmadılar",2017-01-12,95057,yldr gelyorum hic bozmadlar
1691,f,1.0,passport,biometrik tam bir facia,2017-12-30,52736,biometrik tam bir facia
1693,m,5.0,service,"Hızlı baskı, teknolojik çözüm imkanı... Whatsapp, e-posta.",2017-12-11,112451,hzl bask teknolojik cozum imkan whatsapp eposta
1695,m,1.0,service,çok kötü,2017-08-07,87127,cok kotu
1697,m,1.0,facility,Yaz günü klimayı açmıyorlar terden sırılsıklam oldum,2017-02-01,26172,yaz gunu klimay acmyorlar terden srlsklam oldum
1700,f,1.0,passport,Yaklaşık 1 hafta önce burada 2 adet vesikalık 2 adet hatıra fotoğrafı çektirdik. Teslim almaya gittiğimizde1 adet hatıra fotoğrafının arka planını beğen mememi rağmen şahıs dan gülerek ben çok beğendim yanıtını aldık. Yaptığı arka planı fotoğraftan hiç anlamayan insan bile yapmazdı.Umarım başka bir müşteriye aynı muameleyi yapmaz mağdur etmez.,2017-01-15,43036,yaklask hafta once burada adet vesikalk adet hatra fotograf cektirdik teslim almaya gittigimizde adet hatra fotografnn arka plann begen mememi ragmen sahs dan gulerek ben cok begendim yantn aldk yaptg arka plan fotograftan hic anlamayan insan bile yapmazd umarm baska bir musteriye ayn muameleyi yapmaz magdur etmez
1703,m,5.0,service,Hatıralarınızı Albüme dönüştürün mutlaka uğrayın derim,2017-06-11,81761,hatralarnz albume donusturun mutlaka ugrayn derim
1704,m,1.0,wedding,"Söyledikleri hiç bir seyi yapmadılar, fotoğraflarımız yarim yamalak, verdiğimiz paraya yazik oldu küçücük bir çocuk gönderdiler en güzel günüm mahvoldu sayelerinde.",2017-02-03,44964,soyledikleri hic bir seyi yapmadlar fotograflarmz yarim yamalak verdigimiz paraya yazik oldu kucucuk bir cocuk gonderdiler guzel gunum mahvoldu sayelerinde
1705,f,5.0,service,Kibar ve işini iyi yapan profesyonel bir ekip.,2017-06-16,73800,kibar isini iyi yapan profesyonel bir ekip
1712,f,5.0,service,"Çekirdekten yetişen esnaf farklı oluyor, bozmayın",2017-02-16,49567,cekirdekten yetisen esnaf farkl oluyor bozmayn
1718,m,5.0,art,İşinin ehli karşıdan belli oluyor on numara hizmet,2017-02-01,65840,isinin ehli karsdan belli oluyor on numara hizmet
1726,m,5.0,service,Çok iyi,2017-08-05,117178,cok iyi
1734,m,5.0,service,Fotoğraf mı? Burası,2017-06-01,53671,fotograf m bura
1747,f,1.0,wedding,"düğün salonu ile anlaşmalı içinde sütudyo çekimi hediyeliydi. Sütüdyo resimleri mükemmeldi dış çekimi de ona güvenip yaptırdık ama resimler çok kötüydü dış çekim için çekilenler daha çok klip çekimi için normal kıyafetle çektikleri albüme koyulacak gelinlikli damatlıkla resim bulamadık. Aradığımızda telefonları açmadılar ki İzmir'den gittik 3 bin tl yol için masraf yaptık sonuç kötü resimler ve ulaşılamayan insanlar. O kadar yol gittik 90 tane gelinlikli resim var dalga geçer gibi 35-40 resim seçin dendi 20 tane zor seçtik. Konuşmaları da ekliyorum, köklü dükkan amatör fotoğrafçılar. Staj gören çocuk Mert yanlarında gelmiş tüm işlemleri ona yaptırdılar ışık için bir cihaz vardı onu dahi tutamayan biri. Resimleri whatsapp'tan atın dendi şimdi ise işleri bitti tabi gidin ofise söyleyin seçin bassınlar deyip başlarından savıyorlar, yazık çok yazık.",2017-02-03,22659,dugun salonu anlasmal icinde sutudyo cekimi hediyeliydi sutudyo resimleri mukemmeldi d cekimi ona guvenip yaptrdk resimler cok kotuydu d cekim icin cekilenler cok klip cekimi icin normal kyafetle cektikleri albume koyulacak gelinlikli damatlkla resim bulamadk aradgmzda telefonlar acmadlar izmirden gittik bin tl yol icin masraf yaptk sonuc kotu resimler ulaslamayan insanlar kadar yol gittik tane gelinlikli resim var dalga gecer resim secin dendi tane zor sectik konusmalar ekliyorum koklu dukkan amator fotografclar staj goren cocuk mert yanlarnda gelmis tum islemleri ona yaptrdlar sk icin bir cihaz vard onu dahi tutamayan resimleri whatsapptan atn dendi simdi isleri bitti tabi gidin ofise soyleyin secin bassnlar deyip baslarndan savyorlar yazk cok yazk
1748,f,4.0,studio,Fiyatları biraz pahalı ancak çekimler tatmin etti.,2017-10-10,100319,fiyatlar biraz pahal ancak cekimler tatmin etti
1754,m,5.0,service,Güleryüzlü hizmetiniz için teşekkür ederiz.,2017-11-14,120477,guleryuzlu hizmetiniz icin tesekkur ederiz
1760,m,1.0,service,"Çok kabaydılar, davranışları iticiydi, bir daha kapılarından içeri gireceğimi sanmıyorum",2017-07-07,105378,cok kabaydlar davranslar iticiydi bir kaplarndan iceri girecegimi sanmyorum
1762,m,5.0,service,Müthiş ilgili ve bilgili personelleri var. Fiyat olarak da çok ekonomikler.,2017-06-14,34703,muthis ilgili bilgili personelleri var fiyat olarak cok ekonomikler
1763,f,4.0,service,Fiyatlar biraz yüksek olmakla beraber hızlı ve kaliteli hizmet veriyorlar.,2017-07-29,109992,fiyatlar biraz yuksek olmakla beraber hzl kaliteli hizmet veriyorlar
1769,f,5.0,service,Daimi fotoğrafçımdır. Fotoğraf çekimleri ve photoshop becerilerini beğeniyorum.,2017-10-30,96137,daimi fotografcmdr fotograf cekimleri photoshop becerilerini begeniyorum
1771,m,5.0,service,hızlı ve kaliteli baskı memnun kaldım tavsiye ederim,2017-06-26,62154,hzl kaliteli bask memnun kaldm tavsiye ederim
1773,f,5.0,service,"Verdiğim paraya değdi, içim rahat",2017-01-12,68293,verdigim paraya degdi icim rahat
1775,f,1.0,service,Adamlar dolandırıcı. Uzak durun.,2017-09-07,73043,adamlar dolandrc uzak durun
